text	gloss	category
anh chơi thể thao giỏi không bill	ANH ẤY CHƠI THỂ THAO GIỎI KHÔNG	Mối quan hệ
họ đã bán cái xe đạp với giá bao nhiêu	HỌ CÁI XE ĐẠP BÁN GIÁ BAO NHIÊU	Mối quan hệ
khi nào thì địa điểm có thể mở cửa	ĐỊA ĐIỂM MỞ CỬA KHI NÀO	Cuộc sống thường nhật
chào buổi sáng tôi có thể sử dụng điện thoại di động của mình trong thời gian này không	ĐIỆN THOẠI DÙNG BÂY GIỜ ĐƯỢC KHÔNG	Du lịch
mẹ nhờ tôi đi mua một chai nước mắm mới	MẸ TÔI NHỜ ĐI MUA CHAI NƯỚC MẮM MỚI	Cuộc sống thường nhật
con chuột máy tính của tôi đã bị hỏng dây kết nối	TÔI MÁY TÍNH CON CHUỘT DÂY KẾT NỐI HỎNG	Công việc
cô ấy có mái tóc rất đẹp	CÔ ẤY MÁI TÓC RẤT ĐẸP	Cuộc sống thường nhật
tôi có ô và ủng cao su	TÔI Ô ỦNG CAO SU CÓ	Sức khỏe
bất cứ nơi nào cũng được bạn đưa ra quyết định	NƠI TẤT CẢ ĐƯỢC BẠN QUYẾT ĐỊNH	Du lịch
à nhà vẫn chưa sơn xong	NHÀ SƠN XONG CHƯA	Cuộc sống thường nhật
bạn có thể cho tôi biết làm thế nào để cải thiện bản thân mình	BẠN CHO TÔI BIẾT CÓ THỂ PHÁT TRIỂN BẢN THÂN MÌNH LÀM THẾ NÀO	Mối quan hệ
xin chào bạn có rảnh ngày mai không	BẠN NGÀY MAI RẢNH CÓ KHÔNG	Cuộc sống thường nhật
ngày mai anh sẽ đi thượng hải phải không	NGÀY MAI ANH THƯỢNG HẢI ĐI ĐÚNG KHÔNG	Cuộc sống thường nhật
chúng ta có thể giúp anh ta giữ liên lạc với những người bạn cũ	CHÚNG TA ANH TA GIÚP GIỮ LIÊN LẠC VỚI NHỮNG NGƯỜI BẠN CŨ	Cuộc sống thường nhật
cẩn thận nó nóng	CẨN THẬN NÓ NÓNG	Sức khỏe
cảm ơn bạn rất nhiều anh ấy có đọc email hàng ngày không	BẠN CẢM ƠN NHIỀU HẰNG NGÀY ANH ẤY GMAIL ĐỌC CÓ KHÔNG	Công việc
bạn đang làm gì ở đây bạn sống ở london phải không	BẠN LÀM GÌ BẠN SỐNG Ở HÀ NỘI ĐÚNG KHÔNG	Mối quan hệ
được rồi đây là thuốc giảm đau của anh	ĐƯỢC RỒI ĐÂY ĐAU CỦA ANH THUỐC GIẢM	Sức khỏe
không tôi chỉ muốn đi vệ sinh	VỆ SINH ĐI MUỐN	Cuộc sống thường nhật
trần nhà cao bồn tắm lát gạch và phòng khách lớn	TRẦN NHÀ CAO BỒN TẮM LÁT GẠCH VÀ PHÒNG KHÁCH RỘNG RÃI	Cuộc sống thường nhật
cậu bé mồ côi ấy đã được một gia đình tốt bụng nhận nuôi	CẬU BÉ MỒ CÔI ẤY ĐƯỢC GIA ĐÌNH TỐT BỤNG NHẬN NUÔI	Mối quan hệ
đó là nơi anh đỗ xe à	ĐÓ BẠN ĐỖ XE À	Mối quan hệ
như chuối	CHUỐI GIỐNG	Cuộc sống thường nhật
tôi đã cảm thấy ngán ngẩm với những lời hứa suông của anh ta	TÔI CẢM THẤY NGÁN NGẨM VÌ ANH TA LỜI HỨA KHÔNG GIỮ	Thái độ và Cảm xúc
làm tốt lắm trông tuyệt vời	LÀM TỐT TRÔNG TUYỆT VỜI	Công việc
wow đó là chiếc xe ô tô thể thao của bạn	XE Ô TÔ THỂ THAO ĐÓ CỦA BẠN À	Thái độ và Cảm xúc
tôi thích học tiếng việt	TÔI TIẾNG VIỆT HỌC THÍCH	Văn hóa và Giáo dục
tôi cũng đã có kế hoạch rồi	TÔI KẾ HOẠCH LÊN RỒI	Mối quan hệ
bạn sẽ về kịp giờ ăn trưa	BẠN GIỜ ĂN TRƯA KỊP	Cuộc sống thường nhật
có nó là tốt hơn so với năm ngoái họ đã làm một công việc rất tốt thời gian này	CÓ TỐT HƠN NĂM NGOÁI HỌ RẤT TỐT LÀM ĐÃ LẦN NÀY	Công việc
sự lựa chọn tuyệt vời tôi yêu hương vị mịn màng của nó	SỰ LỰA CHỌN TUYỆT VỜI TÔI YÊU HƯƠNG VỊ MỊN MÀNG CỦA NÓ	Mối quan hệ
du khách rất thích thú khi đến thăm nhà công tử bạc liêu	KHI THĂM NHÀ CÔNG TỬ BẠC LIÊU DU KHÁCH RẤT THÍCH	Du lịch
thịt bò xay cũng được	THỊT BÒ BĂM CŨNG ĐƯỢC	Cuộc sống thường nhật
chào bạn vẫn còn làm việc	BẠN VẪN LÀM VIỆC À	Công việc
cả nhà quây quần bên nhau ăn vú sữa sau bữa cơm tối	CẢ NHÀ VÚ SỮA BỮA CƠM TỐI SAU ĂN BÊN NHAU QUÂY QUẦN	Cuộc sống thường nhật
không tôi muốn biết đôi điều về kính áp tròng	TÔI KÍNH ÁP TRÒNG TÌM HIỂU CHÚT	Mối quan hệ
ông có thể xin thư giới thiệu từ công ty hiện tại của ông được không	ÔNG CÔNG TY HIỆN TẠI CỦA ÔNG THƯ GIỚI THIỆU XIN ĐƯỢC KHÔNG	Công việc
tôi cũng cần xem video này	TÔI VIDEO NÀY XEM CŨNG	Cuộc sống học đường
đây là một công viên mới phải không	ĐÂY CÔNG VIÊN MỚI ĐÚNG KHÔNG	Mối quan hệ
lớp tôi có mười một bạn học sinh nam tham gia đội bóng	LỚP TÔI BẠN HỌC SINH NAM 11 CÓ THAM GIA ĐỘI BÓNG	Cuộc sống học đường
món gỏi ngó sen tôm thịt có vị chua ngọt rất ngon	MÓN GỎI NGÓ SEN TÔM THỊT VỊ CHUA NGỌT NGON	Cuộc sống thường nhật
người lính đang nạp đạn vào súng để chuẩn bị cho buổi tập bắn	NGƯỜI LÍNH SÚNG NẠP ĐẠN CHUẨN BỊ BUỔI TẬP BẮN	Chính trị
em bé đang tập đi với đôi dép nhỏ xinh xắn	EM BÉ TẬP ĐI VỚI ĐÔI DÉP NHỎ XINH XẮN	Cuộc sống thường nhật
mâm ngũ quả ngày tết được bà tôi bày rất đẹp	MÂM NGŨ QUẢ NGÀY TẾT BÀ TÔI BÀY SẮP XẾP RẤT ĐẸP	Văn hóa và Giáo dục
anh ấy chỉ im lặng gật đầu đồng ý với ý kiến đó	ANH ẤY IM LẶNG GẬT ĐẦU ĐỒNG Ý VỚI Ý KIẾN ĐÓ	Thái độ và Cảm xúc
xe đạp	XE ĐẠP	Cuộc sống thường nhật
hãy tìm các số nguyên tố lớn hơn 2 và nhỏ hơn 10	CÁC SỐ LỚN HƠN 2 VÀ NHỎ HƠN 10 TÌM	Cuộc sống học đường
bạn mang cho tôi một ly nước cam	BẠN LY NƯỚC CAM MANG CHO TÔI	Mối quan hệ
nhưng tôi không chắc liệu anh ấy đã tỉnh chưa	ANH ẤY TỈNH CHƯA NHƯNG TÔI CHẮC CHẮN KHÔNG	Cuộc sống thường nhật
xin lỗi tôi không thể nhảy	XIN LỖI TÔI NHẢY KHÔNG THỂ	Mối quan hệ
vùng nam việt nam có mấy mùa	VIỆT NAM MIỀN NAM MÙA MẤY	Cuộc sống thường nhật
trường hợp này là của bạn	TRƯỜNG HỢP NÀY CỦA BẠN PHẢI KHÔNG	Mối quan hệ
bạn nghĩ ai có động cơ	BẠN NGHĨ ĐỘNG CƠ CÓ AI	Mối quan hệ
lũ trẻ đang chơi trốn tìm vui vẻ ở ngoài sân đình	LŨ TRẺ SÂN ĐÌNH TRỐN TÌM CHƠI VUI VẺ	Cuộc sống thường nhật
bạn đây rồi miao ping đừng cười vào bức ảnh khủng khiếp ngày hôm nay ok	ĐÂY ĐỪNG CƯỜI VÀO TẤM ẢNH XẤU XÍ HÔM NAY	Tài chính
bạn bán chúng riêng lẻ hay theo trọng lượng	BẠN BÁN RIÊNG HOẶC CÂN NẶNG	Cuộc sống thường nhật
đó là sự thật dưới đây là một số mẫu kiểu tóc bạn nghĩ gì về cái này	ĐÚNG RỒI ĐÂY VÀI MẪU KIỂU TÓC BẠN KIỂU NÀY THẤY THẾ NÀO	Cuộc sống thường nhật
cẩn thận đừng chạy quá nhanh bạn có mệt không	CẨN THẬN CHẠY QUÁ NHANH ĐỪNG BẠN MỆT CÓ KHÔNG	Cuộc sống thường nhật
đó cũng là ước mơ của tôi	ĐÓ ƯỚC MƠ CỦA TÔI CŨNG	Mối quan hệ
tôi nghĩ taxi tốt hơn	TÔI NGHĨ TAXI TỐT HƠN	Cuộc sống thường nhật
nó không quan trọng chúng tôi sẽ liên lạc	KHÔNG SAO CHÚNG TÔI LIÊN HỆ LẠI SẼ	Công việc
nghiên cứu gì	NGHIÊN CỨU GÌ	Mối quan hệ
bạn là một cầu thủ rất giỏi	BẠN CẦU THỦ RẤT GIỎI	Cuộc sống học đường
không tôi không biết tìm ở đâu	TÔI TÌM ĐÂU BIẾT KHÔNG	Công việc
chúng ta nên cắt móng chân thường xuyên để giữ vệ sinh cá nhân	CHÚNG TA MÓNG CHÂN THƯỜNG XUYÊN CẮT VỆ SINH CÁ NHÂN GIỮ	Sức khỏe
chúng tôi sẽ có cái này trước và đặt hàng thứ khác sau	CHÚNG TÔI CÁI NÀY TRƯỚC ĐẶT HÀNG KHÁC SAU	Cuộc sống thường nhật
làm thế nào để tôi nộp báo cáo chi phí	TÔI ĐỂ NỘP BÁO CÁO CHI PHÍ LÀM THẾ NÀO	Công việc
nó cũng không đắt lắm	NÓ CŨNG ĐẮT KHÔNG	Thái độ và Cảm xúc
bạn có một công viên trong thành phố	TRONG THÀNH PHỐ CÔNG VIÊN CÓ KHÔNG	Mối quan hệ
lịch sử dân tộc ta ghi danh rất nhiều vị anh hùng vĩ đại	DÂN TỘC TA LỊCH SỬ VỊ ANH HÙNG VĨ ĐẠI GHI TÊN NHIỀU	Văn hóa và Giáo dục
vâng tôi muốn một ly vodka gimlet làm ơn	TÔI LY RƯỢU MỘT CHO	Mối quan hệ
gia đình tôi đã có chuyến du lịch đảo lý sơn rất tuyệt vời	GIA ĐÌNH TÔI ĐẢO LÝ SƠN CHUYẾN DU LỊCH TUYỆT VỜI	Du lịch
thôi nào đừng làm căng quá	THÔI CĂNG THẲNG ĐỪNG	Thái độ và Cảm xúc
bạn đang đọc gì vậy	BẠN ĐỌC GÌ	Mối quan hệ
tôi cần chuẩn bị đầy đủ giấy tờ để hoàn tất thủ tục nhập học	TÔI GIẤY TỜ ĐẦY ĐỦ NHẬP HỌC HOÀN TẤT CHUẨN BỊ CẦN	Công việc
nhưng còn cái cây thì sao	NHƯNG CÂY THẾ NÀO	Cuộc sống thường nhật
vậy anh có hai anh em	ANH HAI ANH EM CÓ	Mối quan hệ
hãy chờ đèn xanh và xoay vô lăng	CHỜ ĐÈN XANH VÀ QUAY TAY LÁI XE LUÔN	Du lịch
chi phí là bao nhiêu	CHI PHÍ BAO NHIÊU	Cuộc sống thường nhật
bà ngoại dùng chõ xôi để đồ xôi gấc rất dẻo thơm	BÀ NGOẠI CHÕ XÔI DÙNG ĐỂ XÔI GẤC NẤU DẺO THƠM	Cuộc sống thường nhật
làm thế nào về đèn sàn này	ĐÈN SÀN NÀY LÀM THẾ NÀO	Cuộc sống thường nhật
vâng tôi đang tìm một cái quần	TÔI CÁI QUẦN TÌM	Cuộc sống thường nhật
tôi ngủ rất khuya gần hai giờ sáng thì cuối cùng tôi cũng ngủ thiếp đi	TÔI NGỦ MUỘN GẦN HAI GIỜ SÁNG MỚI NGỦ ĐƯỢC	Cuộc sống học đường
bạn mong đợi bao nhiêu tiền ở vị trí này	BẠN MONG ĐỢI MỨC LƯƠNG BAO NHIÊU VỊ TRÍ NÀY CHO	Công việc
quỹ đạo của trái đất quay quanh mặt trời có hình elip	QUỸ ĐẠO TRÁI ĐẤT QUAY QUANH MẶT TRỜI HÌNH ELIP	Cuộc sống học đường
giá mà chúng ta có thể ăn ở đó một lần nữa	BỌN MÌNH ĐÓ LẦN NỮA ĂN ĐƯỢC ƯỚC GÌ	Mối quan hệ
em trai tôi còn nhỏ tuổi nên rất thích xem hoạt hình	EM TRAI TÔI TUỔI NHỎ NÊN PHIM TRẺ CON XEM THÍCH	Mối quan hệ
tôi đề nghị ông 110 nghìn đồng	TÔI BẠN ĐỀ NGHỊ 110 NGHÌN ĐỒNG	Công việc
rồi hơi nước được tạo ra	RỒI HƠI NƯỚC TẠO RA	Cuộc sống thường nhật
chúng tôi có phương pháp điều trị nửa giờ và một giờ	CHÚNG TÔI PHƯƠNG PHÁP ĐIỀU TRỊ GIỜ NỬA HOẶC GIỜ 1	Cuộc sống thường nhật
thầy cúng đang làm lễ cầu an cho cả làng	THẦY CÚNG LÀM LỄ CẦU AN CẢ LÀNG	Văn hóa và Giáo dục
còn con ai đi cùng vậy	CÒN CON ĐI CÙNG AI	Mối quan hệ
vậy chúng ta bắt đầu công việc thôi	BẮT TAY VÀO VIỆC THÔI	Công việc
vâng chắc chắn rồi của bạn đây	ĐÂY BẠN	Cuộc sống thường nhật
vâng bạn thích anh ấy như thế nào	BẠN ANH ẤY THẤY THẾ NÀO	Mối quan hệ
tôi có một vấn đề nhỏ với phòng 507	TÔI VẤN ĐỀ NHỎ VỚI PHÒNG 507	Du lịch
chúng tôi hy vọng bạn đang có một đêm tốt lành	CHÚNG TÔI HY VỌNG BẠN ĐÊM TỐT	Cuộc sống thường nhật
chế độ ăn uống khoa học giúp chúng ta có cơ thể khỏe mạnh	ĂN UỐNG KHOA HỌC GIÚP CƠ THỂ CHÚNG TA KHOẺ MẠNH	Sức khỏe
nhà máy đang đẩy mạnh sản xuất để kịp đơn hàng cuối năm	NHÀ MÁY SẢN XUẤT TĂNG MẠNH ĐỂ ĐƠN HÀNG KỊP CUỐI NĂM	Công việc
bạn có thể xem bàn được không tôi nghĩ chỗ này phù hợp với bạn	BẠN BÀN XEM ĐƯỢC KHÔNG TÔI NGHĨ CHỖ NÀY PHÙ HỢP	Du lịch
bạn có biết mấy giờ rồi không	BẠN BIẾT MẤY GIỜ RỒI	Mối quan hệ
rất vui được gặp bạn hãy ở nhà nhé	BẠN GẶP VUI Ở NHÀ	Mối quan hệ
gần đây bạn có chịu nhiều áp lực không	BẠN GẦN ĐÂY ÁP LỰC NHIỀU BỊ CÓ KHÔNG	Sức khỏe
tôi cũng vậy tôi không thích bất kỳ loại điệu nhảy hiện đại nào cả	CŨNG NHẢY HIỆN ĐẠI KHÔNG THÍCH	Mối quan hệ
nhưng dù sao cũng cảm ơn bạn rất nhiều	NHƯNG CẢM ƠN NHIỀU CŨNG	Thái độ và Cảm xúc
vâng đầu tiên tôi muốn biết nếu vị trí này vẫn còn có sẵn	ĐẦU TIÊN TÔI BIẾT VỊ TRÍ NÀY CÒN TRỐNG KHÔNG	Công việc
tôi để thuốc ở đây	TÔI THUỐC ĐỂ Ở ĐÂY	Sức khỏe
học sinh xếp hàng ngay ngắn để đi vào lớp học	HỌC SINH HÀNG XẾP NGAY NGẮN ĐỂ LỚP HỌC ĐI VÀO	Cuộc sống học đường
bài toán này có đáp án là một tập hợp rỗng	BÀI TOÁN NÀY ĐÁP ÁN LÀ 60 CM	Cuộc sống học đường
nhà trường có những quy định kỉ luật rất nghiêm khắc với học sinh	NHÀ TRƯỜNG HỌC SINH NHỮNG QUY ĐINH KỈ LUẬT NGHIÊM KHẮC CÓ	Cuộc sống học đường
xin lỗi bạn có thể chụp cho chúng tôi một bức ảnh được không	XIN LỖI BẠN CHỤP ẢNH GIÚP CHÚNG TÔI ĐƯỢC KHÔNG	Du lịch
cáp mới bị hỏng ngay tôi rất xin lỗi	BÂY GIỜ CÁP HỎNG TÔI RẤT XIN LỖI	Cuộc sống thường nhật
tôi muốn một phòng tiêu chuẩn	TÔI PHÒNG TIÊU CHUẨN ĐẶT MUỐN	Du lịch
ok thưa ngài khi nào bạn sẽ có mặt ở đó	ÔNG KHI NÀO CÓ MẶT ĐÓ	Cuộc sống thường nhật
bạn đọc lại giúp tôi nhé	BẠN ĐỌC LẠI GIÚP TÔI	Cuộc sống thường nhật
dự thảo bia và lon bia bạn thích loại nào hơn	BIA TƯƠI BIA LON ANH LOẠI NÀO HƠN THÍCH	Cuộc sống thường nhật
gần xong rồi tôi sẽ kiểm tra lại	GẦN XONG RỒI TÔI KIỂM TRA LẠI	Du lịch
được rồi bạn muốn dậy lúc mấy giờ	RỒI BẠN DẬY MUỐN GIỜ MẤY	Du lịch
món vịt quay bắc kinh có lớp da giòn rụm rất ngon	MÓN VỊT QUAY BẮC KINH LỚP DA GIÒN RỤM CÓ ĂN RẤT NGON	Cuộc sống thường nhật
chiếc điện thoại thông minh giúp kết nối mọi người với nhau	ĐIỆN THOẠI THÔNG MINH MỌI NGƯỜI KẾT NỐI CÙNG NHAU	Cuộc sống thường nhật
cảnh vật thiên nhiên hùng vĩ của hà giang thật tuyệt đẹp	CẢNH VẬT THIÊN NHIÊN HÙNG VĨ CỦA HÀ GIANG THẬT TUYỆT ĐẸP	Du lịch
vâng tôi không phải lúc nào cũng ngủ trên giường vào ban đêm	BAN ĐÊM TÔI GIƯỜNG NGỦ LUÔN LUÔN KHÔNG	Cuộc sống thường nhật
thật sao bạn lấy một cái để làm gì	THẬT SAO BẠN LẤY MỘT CÁI LÀM GÌ	Cuộc sống thường nhật
chúng tôi đi tàu thủy ra đảo để ngắm cảnh biển đẹp	CHÚNG TÔI ĐẢO TÀU THUỶ ĐI RA BIỂN CẢNH ĐẸP NGẮM	Du lịch
gần đây anh có ăn gì không	DẠO NÀY ANH ĂN UỐNG ĐÀNG HOÀNG CÓ KHÔNG	Sức khỏe
quần của bạn đâu	QUẦN CỦA BẠN ĐÂU	Cuộc sống thường nhật
vâng họ đang được bán ngày hôm nay	HÔM NAY HỌ GIẢM GIÁ	Cuộc sống thường nhật
tôi mơ ước được đi du lịch vùng tây bắc một lần	TÔI MƠ ƯỚC VÙNG TÂY BẮC DU LỊCH 1 LẦN ĐƯỢC	Du lịch
ông cần giúp gì không	ÔNG CẦN GIÚP GÌ	Công việc
ok lý do bạn gửi hoa cho cô ấy là gì	ANH HOA CÔ ẤY GỬI LÝ DO GÌ	Cuộc sống thường nhật
bạn bè luôn ở bên động viên tôi những lúc khó khăn	TÔI BẠN BÈ ĐỘNG VIÊN LUÔN LUÔN KHI KHÓ KHĂN	Mối quan hệ
xong rồi	XONG RỒI	Cuộc sống thường nhật
làm thế nào về trái cây này	LOẠI TRÁI CÂY NÀY CÒN SAO	Cuộc sống thường nhật
rất vui được nói chuyện với anh nhưng tôi phải đi	TÔI ANH NÓI CHUYỆN ĐƯỢC RẤT VUI NHƯNG TÔI ĐI RỒI PHẢI	Mối quan hệ
người yêu của chị tôi xấu dữ cao và mập	CHỊ CỦA TÔI NGƯỜI YÊU XẤU DỮ CAO MẬP	Mối quan hệ
tôi đang đeo găng tay vì nó lạnh	TÔI ĐEO GĂNG TAY VÌ LẠNH	Cuộc sống thường nhật
ôi nặng quá bạn đã đặt gì vào đây	NẶNG QUÁ BẠN ĐẶT GÌ	Cuộc sống thường nhật
chúng ta đi bộ nhé	CHÚNG TA ĐI BỘ	Cuộc sống thường nhật
tất cả những gì bạn cần là thẻ sinh viên của bạn để kiểm tra sách	BẠN SÁCH MƯỢN THẺ SINH VIÊN CẦN	Cuộc sống học đường
vậy vấn đề là gì thưa ngài	VẤN ĐỀ GÌ THƯA NGÀI	Du lịch
còn nhà hàng hàn quốc kế bên thì sao	NHÀ HÀNG HÀN QUỐC BÊN CẠNH SAO	Mối quan hệ
tôi có thể thử nó không	TÔI NÓ THỬ ĐƯỢC KHÔNG	Cuộc sống thường nhật
châu á là lục địa lớn nhất và đông dân nhất thế giới	TRÊN THẾ GIỚI CHÂU Á LÀ LỤC ĐỊA LỚN NHẤT DÂN ĐÔNG NHẤT	Văn hóa và Giáo dục
nghĩa quân lam sơn đã dũng cảm vung gươm chém giặc cứu nước	NGHĨA QUÂN LAM SƠN GƯƠM VUNG CHÉM GIẶC NƯỚC CỨU	Chính trị
tôi học lớp 12	TÔI LỚP 12 HỌC	Cuộc sống học đường
buổi lễ khai giảng được tổ chức long trọng tại hội trường	TẠI HỘI TRƯỜNG LỄ KHAI GIẢNG TỔ CHỨC LONG TRỌNG	Cuộc sống học đường
con cá lớn đang vẫy vùng mạnh mẽ trong chiếc lưới cá	TRONG CHIẾC LƯỚI CON CÁ LỚN VẪY VÙNG MẠNH MẼ	Cuộc sống thường nhật
bạn nghĩ đó là ai	BẠN NGHĨ ĐÓ LÀ AI	Mối quan hệ
anh có thể chuẩn bị đậu hà lan để nấu được không	BẠN ĐẬU HÀ LAN CHUẨN BỊ NẤU ĂN ĐƯỢC KHÔNG	Cuộc sống thường nhật
không đời nào nghe thật tuyệt	KHÔNG ĐỜI NÀO NGHE HẤP DẪN	Mối quan hệ
bạn đề nghị bao nhiêu	BẠN MUỐN BAO NHIÊU	Cuộc sống thường nhật
ý bạn là nửa này nửa kia à	BẠN NÓI NỬA NÀY NỬA KIA	Cuộc sống thường nhật
điều đó có nghĩa là nó đang phát triển rất nhanh	TỨC LÀ NÓ ĐANG PHÁT TRIỂN RẤT NHANH	Mối quan hệ
bạn là người duy nhất ở đây	BẠN Ở ĐÂY DUY NHẤT	Mối quan hệ
có hướng dẫn sẽ dễ dàng hơn rất nhiều	HƯỚNG DẪN CÓ DỄ HƠN	Du lịch
cảm ơn đây là bộ đồ điện của tôi tôi có một buổi hẹn ăn tối tối nay	CẢM ƠN ĐÂY LÀ BỘ ĐỒ ĐIỆN CỦA TÔI TỐI NAY TÔI CÓ HẸN ĂN TỐI	Mối quan hệ
chúng tôi sẽ cung cấp điều đó vào ngày lễ	NGÀY LỄ CHÚNG TÔI ĐIỀU ĐÓ CUNG CẤP	Công việc
những bước chân đầu tiên của em bé khiến cả nhà vui mừng	NHỮNG BƯỚC CHÂN ĐẦU TIÊN CỦA EM BÉ KHIẾN CẢ NHÀ VUI MỪNG	Cuộc sống thường nhật
cửa hàng quần áo dạo này buôn bán có vẻ ế ẩm	DẠO NÀY CỬA HÀNG QUẦN ÁO BUÔN BÁN Ế ẨM	Tài chính
tôi đang thắc mắc không biết cô có muốn đi dạo với chúng tôi không	TÔI SUY NGHĨ CÔ ẤY ĐI CHƠI VỚI CHÚNG TÔI MUỐN CÓ KHÔNG KHÔNG BIẾT	Sức khỏe
tất cả chúng ta sẽ đi bơi	TẤT CẢ CHÚNG TA ĐI BƠI	Mối quan hệ
bạn có thể thêm nó vào bát	BẠN BÁT THÊM VÀO	Cuộc sống thường nhật
chờ một chút tôi sẽ xem cô ấy có rảnh không	CHỜ MỘT CHÚT TÔI XEM CÔ ẤY RẢNH KHÔNG	Cuộc sống thường nhật
wow hôm nay trời nóng quá bạn có muốn ăn kem không	HÔM NAY NÓNG THẬT MUỐN KEM ĂN KHÔNG	Cuộc sống thường nhật
tôi thấy bạn có sống trong khu phố này không	TÔI BIẾT BẠN SỐNG TRONG KHU PHỐ NÀY CÓ KHÔNG	Mối quan hệ
chắc rồi phòng thử đồ ở đằng kia	CHẮC CHẮN RỒI PHÒNG THỬ ĐỒ Ở KIA	Cuộc sống thường nhật
đúng rồi 6 lớn hơn 4	ĐÚNG 6 LỚN HƠN 4	Cuộc sống thường nhật
tôi xin lỗi nhưng bây giờ tôi đang tắt điện thoại	BÂY GIỜ TÔI ĐIỆN THOẠI TẮT PHẢI	Mối quan hệ
đoàn thám hiểm đi sâu vào khu rừng rậm hoang sơ	ĐOÀN THÁM HIỂM TÌM KIẾM KHU RỪNG RẬM HOANG SƠ HOANG DÃ VẮNG VẺ ĐI VÀO SÂU	Du lịch
vâng việc đó rất dễ để sửa	VÂNG SỬA CHỮA DỄ	Cuộc sống thường nhật
bạn là bà à	BẠN BÀ	Mối quan hệ
nó rất ngon	NÓ NGON	Cuộc sống thường nhật
hệ thống máy tính của công ty bị tin tặc tấn công	CÔNG TY HỆ THỐNG MÁY TÍNH TRỘM TIN TỨC TẤN CÔNG	Công việc
cô ấy sẽ thích điều đó	CÔ ẤY THÍCH SẼ	Cuộc sống thường nhật
khu vườn nhà bà tôi có hoa nở đẹp quanh năm	NHÀ BÀ KHU VƯỜN HOA ĐẸP NỞ QUANH NĂM	Cuộc sống thường nhật
bữa tiệc này sẽ có dj đồ ăn và đồ uống	BỮA TIỆC NÀY DJ ĐỒ ĂN ĐỒ UỐNG CÓ	Mối quan hệ
xin chào catherine bạn có muốn ra ngoài vào ngày mai không	XIN CHÀO BẠN RA NGOÀI NGÀY MAI MUỐN KHÔNG	Mối quan hệ
chào mừng bạn đến cửa hàng của tôi thời gian tới	BẠN CỬA HÀNG TÔI LẦN SAU GHÉ CHÀO MỪNG NHÉ	Cuộc sống thường nhật
chúng ta nên thay bàn chải đánh răng ba tháng một lần	CHÚNG TA BÀN CHẢI ĐÁNH RĂNG BA THÁNG THAY MỘT LẦN NÊN	Sức khỏe
xin cho phép tôi tự giới thiệu tên tôi là tom	TÔI XIN PHÉP TỰ GIỚI THIỆU TÔI TÊN TOM	Mối quan hệ
cả nhà đang quây quần ăn bữa cơm tối vui vẻ	CẢ NHÀ BỮA CƠM TỐI QUÂY QUẦN ĂN VUI VẺ	Cuộc sống thường nhật
cô ấy có bạn trai chưa	CÔ ẤY BẠN TRAI CÓ CHƯA	Mối quan hệ
đó là một chiếc tv di động nó đã trở nên phổ biến	TV DI ĐỘNG NÓ PHỔ BIẾN RỒI	Mối quan hệ
tôi thích vải nhưng tôi không thích phong cách	TÔI THÍCH VẢI NÀY KIỂU DÁNG KHÔNG THÍCH LẮM	Cuộc sống thường nhật
tiếng trống múa lân rộn rã khắp phố phường ngày trung thu	NGÀY TRUNG THU TIẾNG TRỐNG MÚA LÂN RỘN RÃ KHẮP PHỐ PHƯỜNG	Văn hóa và Giáo dục
bạn sẽ tìm thấy đường ngay đằng kia	BẠN THẤY CON ĐƯỜNG ĐÓ PHÍA TRƯỚC	Cuộc sống thường nhật
tôi muốn nghe thêm về căn hộ này	TÔI NGHE THÊM CĂN HỘ NÀY MUỐN	Cuộc sống thường nhật
vâng nhưng chúng ta nên sắp xếp những thứ này trước đã	NHƯNG CHÚNG TA ĐỒ VẬT SẮP XẾP TRƯỚC	Cuộc sống thường nhật
có phải vậy không tôi rất vui vì bạn thích nó	ĐÚNG KHÔNG TÔI RẤT VUI VÌ BẠN NÓ THÍCH	Cuộc sống thường nhật
bạn có muốn gội đầu không	BẠN GỘI ĐẦU MUỐN CÓ KHÔNG	Cuộc sống thường nhật
bạn có thể uống thuốc kháng histamine	BẠN THUỐC KHÁNG HISTAMINE UỐNG CÓ THỂ	Sức khỏe
một đàn kiến đang chăm chỉ tha mồi về tổ của chúng	ĐÀN KIẾN THA MỒI VỀ TỔ CHĂM CHỈ	Cuộc sống thường nhật
đây là một lời mời cho bạn	THIỆP MỜI CỦA BẠN	Công việc
các bạn nữ đang tập một bài múa truyền thống để biểu diễn	BẠN NỮ BÀI MÚA TRUYỀN THỐNG BIỂU DIỄN TẬP	Văn hóa và Giáo dục
chà cái này cũng được đấy	CHÀ CÁI NÀY ĐƯỢC CŨNG	Mối quan hệ
tôi nghĩ lần sau tôi nên cẩn thận hơn	TÔI NGHĨ LẦN SAU CẨN THẬN HƠN	Cuộc sống thường nhật
ồ họ ổn họ đang tận hưởng nghỉ hưu	HỌ KHỎE TẬN HƯỞNG TUỔI HƯU	Mối quan hệ
cô ấy có thích bạn không	CÔ ẤY BẠN THÍCH CÓ KHÔNG	Mối quan hệ
tin này thật sự rất vui	THÔNG TIN VUI	Mối quan hệ
xin quý khách lưu ý giữ gìn tài sản cá nhân cẩn thận	KHÁCH QUÝ CÁ NHÂN TÀI SẢN TIỀN GIỮ GÌN BẢO VỆ CẨN THẬN	Cuộc sống thường nhật
